STAZIONE;SENSORE;DATA;ORA;VALORE
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;05:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;06:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;07:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;08:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;09:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;10:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;11:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;12:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;13:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;14:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;15:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;16:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;17:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;18:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;19:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;20:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;21:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;22:00;98
Legnaro;Umidità relativa a 2m massima (%);13/01/2005;23:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;00:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;01:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;02:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;03:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;04:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;05:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;06:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;07:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;08:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;09:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;10:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;11:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;12:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;13:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;14:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;15:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;16:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;17:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;18:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;19:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;20:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;21:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;22:00;98
Legnaro;Umidità relativa a 2m massima (%);14/01/2005;23:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;00:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;01:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;02:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;03:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;04:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;05:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;06:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;07:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;08:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;09:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;10:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;11:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;12:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;13:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;14:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;15:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;16:00;97
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;17:00;97
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;18:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;19:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;20:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;21:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;22:00;98
Legnaro;Umidità relativa a 2m massima (%);15/01/2005;23:00;98
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;00:00;98
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;01:00;98
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;02:00;98
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;03:00;98
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;04:00;98
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;05:00;98
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;06:00;98
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;07:00;98
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;08:00;98
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;09:00;98
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;10:00;98
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;11:00;98
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;12:00;82
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;13:00;66
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;14:00;59
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;15:00;57
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;16:00;54
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;17:00;64
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;18:00;75
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;19:00;85
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;20:00;87
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;21:00;92
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;22:00;96
Legnaro;Umidità relativa a 2m massima (%);16/01/2005;23:00;97
Legnaro;Umidità relativa a 2m massima (%);17/01/2005;00:00;98
Legnaro;Umidità relativa a 2m massima (%);17/01/2005;01:00;97
Legnaro;Umidità relativa a 2m massima (%);17/01/2005;02:00;97
Legnaro;Umidità relativa a 2m massima (%);17/01/2005;03:00;96
Legnaro;Umidità relativa a 2m massima (%);17/01/2005;04:00;95
Legnaro;Umidità relativa a 2m massima (%);17/01/2005;05:00;97
Legnaro;Umidità relativa a 2m massima (%);17/01/2005;06:00;97
Legnaro;Umidità relativa a 2m massima (%);17/01/2005;07:00;97
Legnaro;Umidità relativa a 2m massima (%);17/01/2005;08:00;97
Legnaro;Umidità relativa a 2m massima (%);17/01/2005;09:00;97
Legnaro;Umidità relativa a 2m massima (%);17/01/2005;10:00;97
Legnaro;Umidità relativa a 2m massima (%);17/01/2005;11:00;97
Legnaro;Umidità relativa a 2m massima (%);17/01/2005;12:00;98
