STAZIONE;SENSORE;DATA;ORA;VALORE
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;01:00;0.2
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;02:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;03:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;04:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;05:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;06:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;07:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;08:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;09:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;10:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;11:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;12:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;13:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;14:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;15:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;16:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;17:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;18:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;19:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;20:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;21:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;22:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);02/01/2005;23:00;1.7
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;00:00;1.7
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;01:00;1.5
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;02:00;2.3
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;03:00;1.4
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;04:00;1.6
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;05:00;1.2
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;06:00;1.4
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;07:00;1.3
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;08:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;09:00;1.3
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;10:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;11:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;12:00;1.6
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;13:00;1.9
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;14:00;3.0
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;15:00;3.3
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;16:00;2.6
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;17:00;2.7
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;18:00;2.6
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;19:00;1.8
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;20:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;21:00;1.2
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;22:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);03/01/2005;23:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;00:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;01:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;02:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;03:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;04:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;05:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;06:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;07:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;08:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;09:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;10:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;11:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;12:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;13:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;14:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;15:00;1.4
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;16:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;17:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;18:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;19:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;20:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;21:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;22:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);04/01/2005;23:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;00:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;01:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;02:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;03:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;04:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;05:00;0.0
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;06:00;0.2
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;07:00;0.2
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;08:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;09:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;10:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;11:00;0.2
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;12:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;13:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;14:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;15:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;16:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;17:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;18:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;19:00;0.2
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;20:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;21:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;22:00;0.2
Legnaro;Velocità vento 10m media aritm. media (m/s);05/01/2005;23:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;00:00;0.2
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;01:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;02:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;03:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;04:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;05:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;06:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;07:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;08:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;09:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;10:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;11:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;12:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;13:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;14:00;1.2
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;15:00;1.6
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;16:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;17:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;18:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;19:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;20:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;21:00;0.2
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;22:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);06/01/2005;23:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;00:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;01:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;02:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;03:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;04:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;05:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;06:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;07:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;08:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;09:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;10:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;11:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;12:00;1.2
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;13:00;1.3
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;14:00;1.5
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;15:00;1.7
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;16:00;2.1
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;17:00;1.8
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;18:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;19:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;20:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;21:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;22:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);07/01/2005;23:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;00:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;01:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;02:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;03:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;04:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;05:00;0.2
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;06:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;07:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;08:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;09:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;10:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;11:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;12:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;13:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;14:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;15:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;16:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;17:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;18:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;19:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;20:00;1.2
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;21:00;1.5
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;22:00;1.5
Legnaro;Velocità vento 10m media aritm. media (m/s);08/01/2005;23:00;1.3
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;00:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;01:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;02:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;03:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;04:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;05:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;06:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;07:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;08:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;09:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;10:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;11:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;12:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;13:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;14:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;15:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;16:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;17:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;18:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;19:00;0.2
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;20:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;21:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;22:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);09/01/2005;23:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;00:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;01:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;02:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;03:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;04:00;0.2
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;05:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;06:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;07:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;08:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;09:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;10:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;11:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;12:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;13:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;14:00;1.2
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;15:00;1.5
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;16:00;1.3
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;17:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;18:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;19:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;20:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;21:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;22:00;0.1
Legnaro;Velocità vento 10m media aritm. media (m/s);10/01/2005;23:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;00:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;01:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;02:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;03:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;04:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;05:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;06:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;07:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;08:00;1.2
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;09:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;10:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;11:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;12:00;1.3
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;13:00;1.5
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;14:00;1.8
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;15:00;2.1
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;16:00;2.5
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;17:00;1.7
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;18:00;1.2
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;19:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;20:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;21:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;22:00;1.7
Legnaro;Velocità vento 10m media aritm. media (m/s);11/01/2005;23:00;1.7
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;00:00;1.6
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;01:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;02:00;1.3
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;03:00;1.2
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;04:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;05:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;06:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;07:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;08:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;09:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;10:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;11:00;1.2
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;12:00;1.4
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;13:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;14:00;1.3
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;15:00;1.6
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;16:00;1.6
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;17:00;1.7
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;18:00;1.7
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;19:00;1.3
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;20:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;21:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;22:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);12/01/2005;23:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;00:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;01:00;1.2
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;02:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;03:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;04:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;05:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;06:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;07:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;08:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;09:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;10:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;11:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;12:00;1.2
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;13:00;1.9
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;14:00;1.5
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;15:00;1.4
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;16:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;17:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;18:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;19:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;20:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;21:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;22:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);13/01/2005;23:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;00:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;01:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;02:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;03:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;04:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;05:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;06:00;1.1
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;07:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;08:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;09:00;0.6
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;10:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;11:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;12:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;13:00;0.7
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;14:00;0.3
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;15:00;0.5
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;16:00;0.9
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;17:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;18:00;1.0
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;19:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;20:00;0.4
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;21:00;0.8
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;22:00;1.4
Legnaro;Velocità vento 10m media aritm. media (m/s);14/01/2005;23:00;1.2
Legnaro;Velocità vento 10m media aritm. media (m/s);15/01/2005;00:00;1.3
Legnaro;Velocità vento 10m media aritm. media (m/s);15/01/2005;01:00;1.6
Legnaro;Velocità vento 10m media aritm. media (m/s);15/01/2005;02:00;1.6
Legnaro;Velocità vento 10m media aritm. media (m/s);15/01/2005;03:00;1.6
Legnaro;Velocità vento 10m media aritm. media (m/s);15/01/2005;04:00;1.6
